social_support_social_support,generosity_generosity,logged_gdp_per_capita_log_gdp_per_capita,explained_by_freedom_to_make_life_choices_negative_affect,perceptions_of_corruption_perceptions_of_corruption,explained_by_social_support_positive_affect,ladder_score_life_ladder,freedom_to_make_life_choices_freedom_to_make_life_choices,healthy_life_expectancy_healthy_life_expectancy_at_birth
0.902,0.003,9.441,0.232,0.810,0.903,5.713,0.891,65.500
0.892,0.028,9.448,0.275,0.882,0.858,5.653,0.876,65.900
0.875,-0.071,8.989,0.420,0.895,0.697,4.811,0.668,65.340
0.756,-0.078,9.063,0.361,0.931,0.758,5.214,0.638,65.580
0.777,-0.067,9.142,0.354,0.896,0.763,5.129,0.638,65.820
0.799,-0.079,9.145,0.320,0.880,0.811,5.519,0.638,66.060
0.812,-0.060,9.217,0.330,0.881,0.800,5.613,0.757,66.300
0.756,-0.123,9.270,0.331,0.824,0.780,5.892,0.773,66.480
0.764,-0.079,9.322,0.398,0.867,0.757,5.825,0.703,66.660
0.797,-0.066,9.369,0.390,0.870,0.778,5.783,0.703,66.840
0.819,-0.136,9.382,0.319,0.878,0.759,5.866,0.722,67.020
0.798,-0.090,9.402,0.378,0.884,0.754,5.577,0.802,67.200
0.803,-0.134,9.426,0.338,0.866,0.822,5.701,0.830,67.500
0.830,-0.154,9.434,0.394,0.895,0.789,5.711,0.827,67.800
0.845,-0.178,9.456,0.380,0.906,0.809,5.680,0.830,68.100
0.809,-0.130,9.461,0.375,0.874,0.820,5.999,0.815,68.400
0.795,0.063,8.562,,0.841,0.832,4.670,0.828,59.800
0.801,-0.022,8.608,0.378,0.880,0.784,5.074,0.852,60.000
0.798,0.083,8.634,0.384,0.817,0.805,4.589,0.861,60.200
0.775,0.004,8.632,0.311,0.805,0.846,4.880,0.874,60.400
0.805,0.033,8.686,0.294,0.812,0.876,4.942,0.893,60.600
0.789,0.073,8.707,0.358,0.783,0.851,4.994,0.883,60.800
0.813,0.053,8.756,0.351,0.771,0.865,5.002,0.914,61.000
0.846,0.021,8.805,0.332,0.756,0.799,4.977,0.907,61.200
0.813,-0.015,8.850,0.334,0.787,0.813,5.313,0.902,61.400
0.854,-0.051,8.896,0.351,0.755,0.805,5.547,0.912,61.600
0.821,-0.071,8.950,0.290,0.792,0.821,5.431,0.908,61.700
0.851,-0.141,9.002,0.341,0.711,0.769,5.594,0.926,61.800
0.846,-0.108,9.050,0.393,0.726,0.773,5.869,0.918,61.900
0.845,-0.083,9.095,0.341,0.748,0.781,6.268,0.910,62.000
0.781,-0.116,9.061,0.327,0.744,0.804,5.080,0.932,62.100
0.922,,9.849,0.282,0.983,0.715,5.587,0.782,66.300
0.913,-0.047,9.978,0.238,0.925,0.760,5.886,0.772,66.700
0.917,0.073,10.047,0.246,0.898,0.690,5.772,0.821,67.100
0.955,0.002,10.085,0.234,0.905,0.737,5.887,0.795,67.300
0.905,-0.067,10.133,0.224,0.908,0.725,5.646,0.868,67.460
0.936,-0.027,10.149,0.267,0.888,0.787,5.876,0.811,67.620
0.912,-0.137,10.164,0.242,0.916,0.784,5.746,0.776,67.780
0.924,-0.064,10.197,0.223,0.898,0.777,5.750,0.875,67.940
0.893,-0.093,10.235,0.240,0.810,0.734,6.007,0.793,68.100
0.917,-0.091,10.266,0.224,0.848,0.777,6.162,0.871,68.500
0.882,-0.122,10.314,0.203,0.639,0.677,6.201,0.831,68.900
0.863,-0.254,10.366,0.176,0.720,0.742,6.111,0.870,69.300
0.878,-0.231,10.407,0.168,0.696,0.725,6.242,0.883,69.700
0.953,-0.007,10.371,0.329,0.787,0.760,6.139,0.767,70.100
0.905,-0.179,10.360,0.333,0.880,0.709,5.405,0.882,69.840
0.886,-0.217,10.384,0.309,0.933,0.703,5.717,0.646,70.320
0.864,-0.106,10.368,0.265,0.948,0.742,5.095,0.721,70.800
0.856,-0.173,10.353,0.279,0.962,0.725,5.220,0.875,71.000
0.866,-0.097,10.315,0.370,0.959,0.729,4.994,0.774,71.200
0.867,-0.118,10.312,0.348,0.946,0.700,5.158,0.788,71.400
0.862,-0.126,10.325,0.358,0.941,0.705,5.127,0.847,71.600
0.866,-0.163,10.347,0.371,0.941,0.657,5.081,0.800,71.800
0.905,-0.225,10.370,0.326,0.922,0.684,5.447,0.838,72.000
0.900,-0.176,10.407,0.294,0.881,0.649,5.711,0.905,72.200
0.887,-0.261,10.434,0.318,0.880,0.679,5.920,0.877,72.400
0.876,-0.234,10.457,0.300,0.915,0.710,6.095,0.882,72.600
0.875,-0.238,10.371,0.383,0.867,0.648,5.768,0.913,72.800
0.894,0.235,11.456,0.258,0.184,0.678,6.418,0.865,66.580
,0.104,11.520,,,,6.850,,66.700
0.857,0.012,11.553,0.328,,0.761,6.592,0.905,67.020
0.838,0.162,11.523,0.322,,0.766,6.611,0.924,67.340
,,11.486,,,,6.375,,68.300
0.838,,9.724,0.346,0.957,0.642,5.049,0.800,64.000
0.736,-0.188,9.892,0.277,0.949,0.644,5.394,0.686,64.480
0.812,-0.196,9.949,0.270,0.967,0.548,5.368,0.606,64.960
0.689,-0.085,9.915,0.344,0.974,0.596,4.909,0.566,65.200
0.753,-0.140,9.940,0.294,0.964,0.543,5.023,0.650,65.420
0.740,-0.112,9.965,0.343,0.959,0.556,5.167,0.645,65.640
0.778,-0.129,10.004,0.329,0.952,0.640,5.082,0.655,65.860
0.753,-0.100,10.041,0.331,0.958,0.654,5.727,0.754,66.080
0.787,-0.141,10.083,0.312,0.962,0.714,5.777,0.796,66.300
0.809,-0.115,10.136,0.258,0.949,0.694,5.969,0.822,66.600
0.811,-0.160,10.211,0.231,0.926,0.734,6.090,0.839,66.900
0.818,-0.217,10.260,0.298,0.921,0.735,6.151,0.845,67.200
0.842,-0.221,10.306,0.244,0.954,0.697,6.130,0.848,67.500
0.895,-0.307,9.991,0.232,0.935,0.611,4.964,0.643,58.680
0.885,-0.284,10.074,0.193,0.933,0.623,5.223,0.593,59.260
0.882,-0.305,10.125,0.166,0.924,0.594,5.619,0.643,59.840
0.908,-0.283,10.044,0.169,0.954,0.566,5.158,0.617,60.420
0.909,-0.296,10.087,0.171,0.937,0.589,5.385,0.613,61.000
0.883,-0.279,10.129,0.165,0.935,0.601,5.389,0.626,61.420
0.901,-0.293,10.166,0.174,0.938,0.611,5.621,0.609,61.840
0.881,-0.289,10.182,0.180,0.934,0.680,5.537,0.661,62.260
0.932,-0.265,10.171,0.151,0.869,0.688,6.037,0.744,62.680
0.924,-0.171,10.149,0.130,0.913,0.679,5.996,0.685,63.100
0.911,-0.181,10.149,0.142,0.925,0.636,5.855,0.714,63.500
0.896,-0.145,10.166,0.195,0.862,0.710,5.579,0.731,63.900
0.909,-0.147,10.191,0.199,0.865,0.673,5.514,0.729,64.300
0.910,-0.116,10.205,0.200,0.848,0.691,5.441,0.715,64.700
0.887,-0.071,10.162,0.190,0.823,0.645,5.495,0.714,65.100
0.718,,7.111,0.189,0.299,0.735,4.215,0.915,49.880
0.486,0.017,7.239,0.221,0.286,0.643,4.363,0.752,53.040
0.559,-0.001,7.273,0.112,0.410,0.678,4.030,0.766,54.620
0.570,-0.039,7.369,0.154,0.161,0.665,4.097,0.829,56.820
0.637,-0.012,7.428,0.132,0.081,0.703,3.333,0.835,57.440
0.750,-0.028,7.449,0.167,0.117,0.760,3.466,0.904,58.060
0.748,-0.023,7.484,0.134,0.078,0.763,3.596,0.894,58.680
0.678,0.025,7.544,0.206,0.095,0.721,3.483,0.908,59.300
0.665,0.025,7.576,0.285,0.159,0.752,3.333,0.911,59.900
0.517,0.051,7.588,0.358,0.214,0.762,3.108,0.908,60.500
0.616,0.057,7.644,0.308,0.164,0.793,3.561,0.924,61.100
0.489,0.064,7.708,0.418,0.168,0.736,3.268,0.869,61.700
0.868,,10.699,0.243,0.505,0.730,7.080,,63.500
0.892,0.005,10.689,0.232,,0.772,7.267,0.622,63.860
0.823,-0.022,10.722,0.202,0.508,0.710,6.811,0.532,64.040
0.921,-0.110,10.673,0.319,0.445,0.742,6.148,0.639,64.220
0.880,-0.033,10.693,0.297,,0.645,6.307,0.678,64.400
0.830,-0.142,10.758,0.240,,0.726,6.700,0.603,64.600
0.867,-0.120,10.779,0.225,,0.715,6.396,0.560,64.800
0.827,-0.081,10.776,0.276,,0.744,6.495,0.661,65.000
0.818,-0.073,10.783,0.313,,0.705,6.278,0.762,65.200
0.820,-0.045,10.798,0.327,,0.724,6.345,0.820,65.400
0.890,-0.132,10.792,0.266,,0.793,6.474,0.774,65.700
0.840,-0.131,10.764,0.306,,0.775,6.294,0.814,66.000
0.868,-0.192,10.771,0.288,,0.764,6.356,0.855,66.300
0.912,-0.147,10.757,0.238,,0.732,6.561,0.891,66.600
0.890,-0.111,10.701,0.251,,0.754,6.560,0.884,66.900
0.760,-0.051,7.881,0.225,0.805,0.740,4.417,0.736,53.380
0.718,-0.002,7.903,0.199,0.827,0.714,4.680,0.698,54.060
0.756,-0.030,7.916,0.252,0.879,0.673,4.683,0.612,54.740
0.810,-0.036,7.909,0.228,0.918,0.757,4.335,0.557,55.420
0.760,-0.077,7.917,0.143,0.851,0.769,4.372,0.777,56.100
0.602,-0.160,7.904,0.180,0.870,0.752,3.834,0.641,56.560
0.711,-0.036,7.926,0.214,0.852,0.771,3.669,0.668,57.020
0.823,-0.052,7.926,0.165,0.837,0.680,3.647,0.636,57.480
0.856,-0.045,7.961,0.157,0.700,0.725,4.395,0.692,57.940
0.702,-0.111,7.995,0.208,0.765,0.711,4.617,0.720,58.400
0.839,-0.086,8.029,0.245,0.794,0.784,4.595,0.744,58.800
0.744,-0.044,8.072,0.291,0.825,0.746,4.683,0.687,59.200
0.739,-0.074,8.106,0.247,0.805,0.714,4.769,0.629,59.600
0.688,-0.019,8.130,0.332,0.796,0.789,5.489,0.759,60.000
0.844,-0.165,9.532,0.334,0.905,0.576,4.750,0.453,65.600
0.770,-0.178,9.568,0.435,0.961,0.544,4.380,0.373,66.000
0.726,-0.170,9.579,0.415,0.965,0.532,4.461,0.463,66.200
0.773,-0.185,9.607,0.410,0.977,0.545,4.815,0.440,66.360
0.819,-0.130,9.605,0.371,0.952,0.514,5.155,0.461,66.520
0.828,-0.100,9.638,0.403,0.908,0.529,5.102,0.533,66.680
0.783,0.072,9.627,0.326,0.912,0.498,5.113,0.532,66.840
0.816,-0.062,9.649,0.303,0.859,0.496,5.318,0.546,67.000
0.895,-0.068,9.688,0.298,0.890,0.535,5.753,0.614,67.400
0.884,-0.077,9.713,0.326,0.851,0.510,5.122,0.685,67.800
0.853,-0.100,9.762,0.296,0.864,0.559,5.936,0.740,68.200
0.903,-0.040,9.808,0.242,0.813,0.509,6.241,0.753,68.600
0.852,0.149,9.788,0.358,0.824,0.603,6.042,0.843,69.000
0.561,0.101,7.136,0.381,0.836,0.505,3.628,0.679,40.300
0.686,0.248,7.187,0.290,0.830,0.582,3.585,0.720,41.200
0.591,0.148,7.215,0.370,0.925,0.534,2.997,0.716,42.100
0.812,0.012,7.254,0.290,0.910,0.514,4.134,0.726,43.900
0.782,0.005,7.292,0.300,0.855,0.446,4.502,0.770,44.320
0.708,-0.071,7.577,0.423,0.856,0.521,4.514,0.720,45.160
0.869,0.034,7.600,0.334,0.786,0.570,4.500,0.681,45.580
0.611,0.050,7.347,0.414,0.825,0.625,4.909,0.624,46.000
0.657,0.106,7.384,0.456,0.863,0.584,4.733,0.681,47.600
0.652,0.079,7.404,0.495,0.848,0.600,4.090,0.711,49.200
0.650,0.095,7.417,0.466,0.856,0.552,4.306,0.716,50.800
0.611,0.074,7.449,0.438,0.874,0.513,3.447,0.718,52.400
0.904,0.138,11.168,0.267,,0.751,6.463,0.757,73.600
0.921,0.293,11.212,0.114,0.064,0.700,6.834,0.867,73.900
0.845,0.046,11.178,0.256,0.066,0.721,6.642,0.661,74.200
0.866,-0.075,11.149,0.208,0.035,0.500,6.145,0.776,74.500
0.864,-0.018,11.267,0.131,0.060,0.602,6.531,0.846,74.800
0.904,-0.149,11.307,0.144,0.099,0.483,6.561,0.822,75.020
0.808,0.115,11.357,0.148,0.242,0.770,6.533,0.827,75.460
0.822,0.154,11.383,0.180,0.133,0.841,7.062,0.835,75.680
0.866,0.150,11.400,0.142,0.099,0.803,6.620,0.887,75.900
0.925,0.143,11.419,0.111,0.047,0.824,6.033,0.904,76.200
0.897,0.136,11.461,0.179,0.162,0.800,6.378,0.926,76.500
0.903,-0.066,11.490,0.107,0.097,0.787,6.375,0.916,76.800
0.925,0.027,11.486,0.138,0.070,0.723,6.378,0.938,77.100
0.954,-0.050,10.015,0.308,0.946,0.678,5.265,0.542,66.000
0.920,-0.101,10.169,0.277,0.907,0.666,6.052,0.636,66.800
0.917,0.010,10.196,0.287,0.907,0.637,5.945,0.727,67.040
0.926,-0.028,10.213,0.302,0.907,0.656,5.911,0.620,67.280
0.909,-0.051,10.218,0.277,0.915,0.698,5.937,0.598,67.520
0.924,-0.126,10.244,0.267,0.914,0.703,6.139,0.635,67.760
0.943,-0.128,10.291,0.269,0.928,0.714,6.162,0.587,68.000
0.945,-0.061,10.310,0.232,0.917,0.774,5.993,0.700,68.300
0.913,-0.055,10.339,0.213,0.920,0.788,6.366,0.714,68.600
0.922,-0.167,10.376,0.253,0.910,0.754,6.235,0.758,68.900
0.933,-0.129,10.398,0.252,0.926,0.750,6.243,0.771,69.200
0.954,-0.075,10.332,0.274,0.901,0.764,6.519,0.762,69.500
0.936,0.043,10.403,0.307,0.708,0.652,5.811,0.936,68.000
0.919,-0.019,10.410,0.303,0.804,0.641,5.830,0.896,68.900
0.917,0.029,10.419,0.295,0.845,0.671,6.083,0.896,69.200
0.931,-0.025,10.426,0.285,0.893,0.652,6.036,0.907,69.400
0.925,-0.020,10.397,0.284,0.891,0.656,6.063,0.904,69.600
0.932,0.036,10.385,0.274,0.918,0.635,5.975,0.890,69.800
0.908,0.052,10.412,0.291,0.909,0.620,5.678,0.888,70.000
0.901,0.008,10.433,0.261,0.892,0.659,5.741,0.896,70.200
0.934,-0.055,10.463,0.272,0.838,0.626,5.937,0.904,70.500
0.928,-0.025,10.509,0.286,0.829,0.615,6.167,0.921,70.800
0.941,-0.119,10.546,0.275,0.839,0.644,6.249,0.942,71.100
0.949,-0.102,10.563,0.228,0.785,0.679,6.665,0.945,71.400
0.953,-0.081,10.478,0.314,0.797,0.610,6.462,0.958,71.700
0.611,,,0.207,0.456,0.834,5.528,0.874,49.600
0.599,,,0.187,0.410,0.901,5.354,0.968,50.100
0.594,,,0.193,0.441,0.891,4.668,0.917,50.000
0.880,,,0.112,0.513,0.819,4.991,0.746,
0.829,,,0.083,0.471,0.769,4.657,0.820,
0.788,,,0.122,0.357,0.749,4.931,0.858,
0.786,,,0.152,0.334,0.735,5.057,0.758,
0.913,-0.084,9.386,0.223,,0.802,5.084,0.649,48.020
0.788,-0.158,9.426,0.210,0.859,0.735,5.204,0.690,48.640
0.810,-0.095,9.444,0.206,0.866,0.773,5.346,0.749,49.260
0.877,-0.154,9.414,0.231,0.904,0.727,5.218,0.739,49.880
0.917,-0.202,9.430,0.124,0.791,0.794,4.652,0.739,50.500
0.858,-0.154,9.447,0.230,0.819,0.763,4.931,0.835,51.460
0.907,-0.163,9.453,0.178,0.838,0.761,5.134,0.590,52.420
0.839,-0.077,9.461,0.167,0.800,0.773,3.661,0.714,53.380
0.881,-0.117,9.464,0.243,0.820,0.798,4.828,0.794,54.340
0.898,-0.127,9.460,0.161,0.853,0.781,4.887,0.862,55.300
0.875,-0.070,9.450,0.301,0.813,0.786,4.770,0.774,55.700
0.870,-0.129,9.450,0.268,0.865,0.785,4.514,0.787,56.100
0.841,-0.050,9.444,0.283,0.841,0.812,4.884,0.753,56.500
0.848,-0.134,9.432,0.268,0.820,0.801,5.035,0.738,56.900
0.891,-0.015,9.332,0.294,0.912,0.820,4.947,0.757,57.300
0.775,-0.052,10.310,0.338,0.799,0.651,5.332,0.715,70.200
0.827,-0.059,10.361,0.226,0.803,0.690,5.767,0.656,70.500
0.754,-0.102,10.383,0.239,0.771,0.643,5.390,0.524,70.800
0.811,-0.096,10.386,0.209,0.787,0.697,5.648,0.600,71.100
0.816,-0.033,10.447,0.130,0.752,0.662,6.116,0.677,71.400
0.809,-0.048,10.475,0.168,0.827,0.656,6.947,0.682,71.660
0.775,,10.494,0.206,0.844,0.664,6.003,0.618,71.920
0.797,-0.050,10.520,0.189,0.832,0.676,5.959,0.642,72.180
0.738,-0.043,10.546,0.283,0.834,0.653,5.801,0.623,72.440
0.768,-0.036,10.568,0.244,0.841,0.650,5.780,0.616,72.700
0.811,0.026,10.593,0.233,0.862,0.676,5.971,0.591,73.000
0.807,0.014,10.621,0.235,0.851,0.623,5.874,0.538,73.300
0.798,-0.089,10.643,0.217,0.797,0.661,5.840,0.600,73.600
0.783,-0.055,10.661,0.236,0.718,0.684,5.903,0.706,73.900
0.808,-0.106,10.648,0.247,0.665,0.640,5.793,0.711,74.200
0.545,,,0.428,0.742,0.614,3.832,0.567,49.840
0.585,,,0.450,0.710,0.586,4.071,0.512,50.200
0.532,,,0.549,0.785,0.615,2.888,0.440,50.600
0.557,,,0.517,0.761,0.586,2.817,0.456,51.000
0.961,,10.546,0.241,0.777,0.776,7.153,0.916,71.500
0.957,-0.093,10.587,0.264,0.784,0.763,6.995,0.782,72.060
0.948,-0.150,10.579,0.260,0.683,0.772,7.294,0.834,72.340
0.929,-0.127,10.532,0.336,0.798,0.752,6.199,0.749,72.620
0.950,-0.138,10.529,0.322,0.840,0.724,6.188,0.796,72.900
0.944,-0.122,10.518,0.356,0.846,0.737,6.518,0.819,73.020
0.937,-0.059,10.487,0.366,0.844,0.749,6.291,0.755,73.140
0.929,-0.101,10.476,0.372,0.916,0.696,6.150,0.759,73.260
0.948,-0.028,10.492,0.335,0.854,0.716,6.456,0.738,73.380
0.956,-0.072,10.531,0.285,0.822,0.732,6.381,0.732,73.500
0.942,-0.048,10.560,0.301,0.819,0.653,6.319,0.768,73.800
0.903,-0.032,10.586,0.302,0.791,0.625,6.230,0.756,74.100
0.910,-0.075,10.605,0.357,0.777,0.659,6.513,0.722,74.400
0.949,-0.049,10.618,0.316,0.730,0.663,6.457,0.778,74.700
0.935,-0.121,10.488,0.317,0.730,0.686,6.502,0.783,75.000
0.864,0.062,8.912,0.216,0.838,0.757,4.345,0.724,65.780
0.838,0.110,8.970,0.220,0.847,0.709,4.415,0.736,65.860
0.816,0.163,9.021,0.153,0.861,0.790,4.431,0.834,65.940
0.830,0.306,9.049,0.172,0.690,0.770,4.212,0.799,66.020
0.814,0.259,9.119,0.163,0.769,0.823,3.977,0.738,66.100
0.842,0.145,9.193,0.175,0.760,0.825,4.181,0.823,66.200
0.824,0.161,9.279,0.197,0.823,0.864,4.225,0.800,66.300
0.809,0.268,9.305,0.208,0.842,0.860,4.365,0.834,66.400
0.805,0.299,9.344,0.187,0.791,0.843,4.268,0.868,66.500
0.863,0.319,9.383,0.235,0.859,0.848,4.612,0.902,66.600
0.823,0.094,9.440,0.270,0.844,0.795,4.331,0.827,67.000
0.833,0.106,9.462,0.302,0.856,0.831,4.435,0.859,67.200
0.815,0.051,9.479,0.315,0.863,0.816,4.213,0.824,67.400
0.911,0.077,8.106,0.245,0.701,0.734,4.455,0.710,53.700
0.855,-0.040,8.076,0.221,0.737,0.669,4.435,0.648,54.000
0.818,-0.024,8.204,0.249,0.663,0.586,4.314,0.583,54.280
0.813,-0.056,8.296,0.242,0.734,0.576,4.550,0.412,54.560
0.811,-0.063,8.317,0.303,0.794,0.541,4.139,0.390,55.120
0.797,-0.077,9.797,0.250,0.751,0.764,6.269,0.885,62.240
0.837,-0.067,8.940,0.251,0.917,0.821,4.867,0.607,40.808
0.779,-0.178,9.060,0.252,0.692,0.824,4.212,0.710,50.353
0.759,-0.191,9.070,0.280,0.724,0.778,4.396,0.597,51.270
0.951,,10.739,0.151,,0.840,7.376,0.964,71.200
0.917,0.146,10.806,0.177,0.289,0.796,7.241,0.910,71.480
0.923,0.125,10.793,0.134,0.314,0.804,7.516,0.912,71.620
0.903,0.221,10.740,0.151,0.292,0.820,7.266,0.864,71.760
0.970,0.141,10.790,0.200,0.253,0.833,7.496,0.905,71.900
0.921,0.161,10.814,0.179,0.269,0.815,7.382,0.941,71.980
0.929,0.132,10.800,0.170,0.254,0.855,7.560,0.944,72.060
0.916,0.159,10.804,0.184,0.324,0.829,7.434,0.936,72.140
0.933,0.202,10.820,0.208,0.250,0.836,7.239,0.945,72.220
0.929,0.211,10.853,0.191,0.232,0.818,7.289,0.935,72.300
0.912,0.146,10.861,0.201,0.246,0.816,7.369,0.918,72.400
0.914,0.170,10.873,0.175,0.239,0.814,7.287,0.935,72.500
0.931,0.077,10.881,0.161,0.263,0.823,7.375,0.942,72.600
0.934,0.091,10.882,0.202,0.250,0.826,7.398,0.942,72.700
0.936,0.091,10.838,0.222,0.203,0.766,7.314,0.951,72.800
0.951,0.290,11.050,0.212,0.408,0.821,7.473,0.919,71.540
0.938,0.125,11.055,0.202,0.342,0.814,7.525,0.891,72.260
0.947,0.139,11.079,0.176,0.323,0.859,7.776,0.945,72.780
0.959,0.060,11.098,0.189,0.283,0.823,7.493,0.949,73.060
0.938,0.109,11.100,0.166,0.210,0.809,7.572,0.928,73.200
0.928,0.088,11.106,0.206,0.302,0.779,7.459,0.934,73.500
0.950,0.180,11.115,0.196,0.316,0.774,7.474,0.925,73.800
0.930,0.101,11.134,0.192,0.301,0.792,7.509,0.926,74.100
0.949,0.036,11.136,0.171,0.294,0.798,7.694,0.913,74.400
0.946,-0.064,11.081,0.193,0.280,0.769,7.508,0.917,74.700
0.712,0.122,8.652,0.338,0.680,0.609,5.323,0.661,63.900
0.842,0.082,8.654,0.292,0.688,0.574,4.979,0.748,64.000
0.934,0.008,8.729,0.225,0.743,0.558,4.465,0.647,64.100
0.576,0.131,8.727,0.496,0.741,0.599,4.038,0.530,62.320
0.588,0.316,8.563,0.705,0.673,0.464,3.164,0.467,60.540
0.585,0.225,8.396,0.622,0.663,0.387,2.688,0.455,58.760
0.464,0.045,8.442,0.643,0.685,0.369,3.462,0.448,55.200
0.882,-0.030,10.613,0.094,0.846,0.814,6.189,0.630,68.680
0.830,-0.017,10.606,0.169,0.785,0.794,5.548,0.642,69.140
0.831,0.005,10.691,0.136,0.821,0.845,6.229,0.677,69.600
0.863,0.035,10.705,0.112,0.755,0.827,6.309,0.761,
0.825,0.022,10.716,0.140,0.803,0.821,6.126,0.698,
0.817,0.002,10.750,0.124,0.841,0.846,6.340,0.690,
0.870,0.092,10.798,0.108,0.866,0.849,6.363,0.693,
0.885,0.019,10.842,0.129,0.857,0.832,6.450,0.701,
0.895,-0.049,10.855,0.108,0.811,0.833,6.513,0.719,
0.891,-0.070,10.871,0.114,0.743,0.837,6.359,0.760,
0.896,,,0.093,0.736,0.848,6.467,0.741,
0.893,,,0.093,0.718,0.860,6.537,0.814,
0.901,,,0.083,0.711,0.845,6.751,0.799,
0.724,-0.088,7.554,0.195,0.768,0.566,4.613,0.702,60.640
0.727,0.000,7.609,0.133,0.659,0.694,4.432,0.818,61.080
0.701,0.018,7.665,0.160,0.723,0.606,5.064,0.816,61.520
0.676,0.001,7.682,0.203,0.792,0.605,4.575,0.744,61.960
0.759,0.062,7.723,0.192,0.679,0.643,4.381,0.784,62.400
0.751,-0.119,7.772,0.166,0.672,0.698,4.263,0.776,62.560
0.729,-0.073,7.821,0.198,0.717,0.714,4.497,0.749,62.720
0.701,0.063,7.870,0.170,0.764,0.677,4.967,0.693,62.880
0.810,0.002,7.911,0.196,0.698,0.656,4.896,0.853,63.040
0.844,0.022,7.945,0.196,0.742,0.689,5.124,0.847,63.200
0.857,0.010,7.987,0.220,0.632,0.644,5.104,0.703,63.500
0.663,0.124,8.036,0.278,0.718,0.603,5.829,0.832,63.800
0.875,-0.065,8.082,0.220,0.578,0.695,5.497,,64.100
0.880,-0.045,8.126,0.178,0.490,0.729,5.464,,64.400
0.790,-0.040,8.080,0.344,0.550,0.749,5.373,,64.700
0.783,-0.027,7.485,0.209,0.649,0.748,3.922,0.787,48.700
0.708,-0.013,7.522,0.220,0.707,0.755,4.318,0.716,49.600
0.774,0.256,7.549,0.178,0.930,0.744,4.385,0.562,50.500
0.837,0.308,7.572,0.161,0.903,0.778,3.408,0.607,51.400
0.813,0.139,7.604,0.146,0.866,0.717,3.229,0.597,52.300
0.883,-0.046,7.649,0.145,0.816,0.765,4.074,0.736,53.040
0.832,0.213,7.663,0.195,0.887,0.679,4.007,0.577,53.780
0.803,0.054,7.699,0.191,0.859,0.738,3.852,0.654,54.520
0.789,0.110,7.734,0.241,0.878,0.731,3.483,0.654,55.260
0.790,0.149,7.764,0.192,0.906,0.619,3.661,0.759,56.000
0.638,0.179,7.800,0.246,0.739,0.694,2.903,0.775,56.500
0.705,0.116,7.836,0.255,0.654,0.715,3.347,0.800,57.000
0.675,0.153,7.859,0.221,0.612,0.762,3.445,0.807,57.500
0.687,0.100,7.886,0.243,0.589,0.726,3.640,0.850,58.000
0.740,0.295,7.881,0.271,0.521,0.686,3.786,0.830,58.500
0.894,0.331,9.461,0.164,0.935,0.814,5.885,0.863,64.140
0.889,0.391,9.508,0.180,0.898,0.832,5.784,0.870,64.480
0.832,0.425,9.520,0.145,0.933,0.819,5.636,0.868,64.820
0.893,0.525,9.508,0.166,0.904,0.898,5.476,0.868,65.160
0.898,0.536,9.576,0.182,0.917,0.901,6.217,0.860,65.500
0.884,0.400,9.579,0.117,0.923,0.934,6.664,0.927,65.720
0.906,0.380,9.645,0.138,0.909,0.855,6.300,0.847,65.940
0.926,0.456,9.667,0.141,0.925,0.846,6.231,0.781,66.160
0.933,0.553,9.672,0.169,0.920,0.811,6.985,0.900,66.380
0.866,0.316,9.699,0.174,0.914,0.910,6.202,0.885,66.600
0.908,0.356,9.729,0.218,0.878,0.835,6.074,0.924,66.800
0.877,0.212,9.765,0.232,0.884,0.816,5.939,0.923,67.000
0.873,0.259,9.803,0.198,0.907,0.843,6.012,0.905,67.200
0.903,0.309,9.824,0.208,0.877,0.843,6.022,0.898,67.400
0.867,0.273,9.769,0.326,0.918,0.783,5.885,0.840,67.600
0.435,-0.007,7.078,0.348,0.850,0.615,3.202,0.628,49.260
0.291,-0.055,7.052,0.379,0.932,0.362,2.808,0.287,50.180
0.303,-0.070,7.146,0.395,0.832,0.480,2.936,0.584,51.580
0.444,-0.085,7.247,0.443,0.795,0.583,2.839,0.663,53.020
0.479,-0.069,7.277,0.416,0.733,0.599,3.768,0.772,53.500
0.509,-0.007,7.306,0.483,0.815,0.604,3.879,0.730,53.900
0.508,-0.042,7.324,0.426,0.726,0.614,4.361,0.717,54.300
0.596,-0.007,7.348,0.446,0.809,0.608,4.023,0.612,54.700
0.539,0.065,7.375,0.444,0.737,0.590,4.179,0.617,55.100
0.887,0.141,10.224,0.229,0.917,0.798,5.832,0.840,61.760
0.858,0.087,10.295,0.184,0.959,0.817,6.696,0.838,62.080
0.863,0.078,10.263,0.134,0.900,0.906,6.519,0.775,62.540
0.883,0.128,10.285,0.286,0.948,0.833,6.168,0.847,62.820
0.916,0.015,10.183,0.248,0.911,0.846,6.192,0.859,63.500
,-0.119,9.197,,0.722,,5.025,0.781,64.960
0.863,-0.135,9.222,0.249,0.732,0.725,5.131,0.624,65.100
0.715,-0.199,9.192,0.248,0.913,0.588,4.876,0.603,65.280
0.614,-0.176,9.222,0.327,0.899,0.521,4.464,0.568,65.460
0.648,-0.207,9.240,0.239,0.886,0.517,5.246,0.536,65.640
0.680,-0.232,9.260,0.321,0.783,0.503,4.764,0.589,65.820
0.609,-0.226,9.261,0.320,0.815,0.573,5.132,0.711,66.000
0.702,-0.165,9.262,0.378,0.811,0.612,4.521,0.614,66.300
